order_id,date,month,month_num,product,category,qty,unit_price,discount_pct,revenue,city,channel,rating
FNB-30098,2024-02-12,February,2,Kopi Arabica 250g,Kopi,2,85000,0,170000,Medan,Shopee,4.9
FNB-30149,2024-02-12,February,2,Granola Original,Snack,2,75000,10,135000,Makassar,Shopee,4.7
FNB-30467,2024-02-12,February,2,Teh Matcha Premium,Teh,1,120000,0,120000,Palembang,Tokopedia,4.2
FNB-30208,2024-02-13,February,2,Teh Matcha Premium,Teh,4,120000,5,456000,Semarang,Instagram Shop,4.5
FNB-30017,2024-02-14,February,2,Teh Herbal Camomile,Teh,4,45000,0,180000,Bandung,Tokopedia,5.0
FNB-30024,2024-02-14,February,2,Oat Instan 1kg,Sereal,4,55000,0,220000,Semarang,Instagram Shop,4.8
FNB-30174,2024-02-14,February,2,Teh Matcha Premium,Teh,1,120000,15,102000,Jakarta,Tokopedia,4.5
FNB-30450,2024-02-15,February,2,Chia Seeds 300g,Superfood,4,95000,0,380000,Jakarta,Instagram Shop,4.3
FNB-30052,2024-02-17,February,2,Granola Original,Snack,4,75000,0,300000,Bandung,Shopee,4.7
FNB-30270,2024-02-17,February,2,Chia Seeds 300g,Superfood,6,95000,0,570000,Jakarta,Tokopedia,4.6
FNB-30337,2024-02-17,February,2,Teh Herbal Camomile,Teh,7,45000,15,267750,Yogyakarta,Website,4.2
FNB-30043,2024-02-18,February,2,Chia Seeds 300g,Superfood,3,95000,10,256500,Surabaya,Shopee,4.2
FNB-30283,2024-02-18,February,2,Chia Seeds 300g,Superfood,3,95000,0,285000,Semarang,Shopee,4.4
FNB-30423,2024-02-18,February,2,Kopi Arabica 250g,Kopi,3,85000,0,255000,Bandung,Shopee,4.9
FNB-30091,2024-02-19,February,2,Granola Original,Snack,1,75000,0,75000,Surabaya,Shopee,4.4
FNB-30136,2024-02-19,February,2,Granola Original,Snack,3,75000,10,202500,Yogyakarta,Tokopedia,4.2
FNB-30006,2024-02-21,February,2,Teh Matcha Premium,Teh,1,120000,15,102000,Semarang,Website,4.1
FNB-30019,2024-02-22,February,2,Chia Seeds 300g,Superfood,2,95000,10,171000,Yogyakarta,Shopee,4.3
FNB-30027,2024-02-22,February,2,Teh Herbal Camomile,Teh,2,45000,0,90000,Semarang,Instagram Shop,4.7
FNB-30232,2024-02-22,February,2,Teh Herbal Camomile,Teh,6,45000,0,270000,Jakarta,Shopee,4.9
FNB-30117,2024-02-24,February,2,Kopi Arabica 250g,Kopi,2,85000,0,170000,Semarang,Shopee,4.1
FNB-30196,2024-02-24,February,2,Granola Original,Snack,1,75000,0,75000,Palembang,Instagram Shop,4.5
FNB-30220,2024-02-25,February,2,Granola Coklat,Snack,1,80000,10,72000,Makassar,Tokopedia,4.2
FNB-30050,2024-02-26,February,2,Granola Coklat,Snack,6,80000,0,480000,Bandung,Tokopedia,4.7
FNB-30330,2024-02-26,February,2,Granola Original,Snack,6,75000,10,405000,Makassar,Shopee,4.1
FNB-30391,2024-02-29,February,2,Oat Instan 1kg,Sereal,3,55000,0,165000,Jakarta,Shopee,4.9
FNB-30471,2024-02-29,February,2,Chia Seeds 300g,Superfood,2,95000,0,190000,Surabaya,Tokopedia,4.3
FNB-30277,2024-03-01,March,3,Kopi Arabica 250g,Kopi,4,85000,15,289000,Surabaya,Website,4.3
FNB-30301,2024-03-01,March,3,Teh Matcha Premium,Teh,3,120000,0,360000,Surabaya,Tokopedia,4.7
FNB-30226,2024-03-02,March,3,Granola Coklat,Snack,1,80000,0,80000,Bandung,Tokopedia,4.3
FNB-30108,2024-03-03,March,3,Teh Herbal Camomile,Teh,3,45000,10,121500,Jakarta,Website,4.2
FNB-30262,2024-03-03,March,3,Teh Matcha Premium,Teh,3,120000,0,360000,Yogyakarta,Shopee,4.5
FNB-30078,2024-03-04,March,3,Granola Original,Snack,2,75000,0,150000,Semarang,Instagram Shop,4.2
FNB-30172,2024-03-04,March,3,Kopi Robusta 500g,Kopi,2,65000,10,117000,Bandung,Website,4.3
FNB-30188,2024-03-04,March,3,Granola Coklat,Snack,3,80000,0,240000,Jakarta,Shopee,4.9
FNB-30138,2024-03-06,March,3,Kopi Arabica 250g,Kopi,3,85000,0,255000,Medan,Website,4.5
FNB-30162,2024-03-07,March,3,Oat Instan 1kg,Sereal,2,55000,0,110000,Makassar,Tokopedia,4.4
FNB-30389,2024-03-08,March,3,Protein Bar Box (12),Sereal,2,180000,0,360000,Bandung,Shopee,4.3
FNB-30199,2024-03-09,March,3,Teh Matcha Premium,Teh,3,120000,5,342000,Bandung,Instagram Shop,4.1
FNB-30210,2024-03-09,March,3,Protein Bar Box (12),Sereal,5,180000,0,900000,Surabaya,Shopee,4.6
FNB-30478,2024-03-09,March,3,Kopi Arabica 250g,Kopi,1,85000,15,72250,Makassar,Instagram Shop,4.5
FNB-30304,2024-03-10,March,3,Chia Seeds 300g,Superfood,1,95000,0,95000,Jakarta,Shopee,4.3
FNB-30352,2024-03-10,March,3,Teh Matcha Premium,Teh,2,120000,10,216000,Medan,Website,5.0
FNB-30010,2024-03-11,March,3,Madu Hutan 500ml,Superfood,2,150000,0,300000,Jakarta,Tokopedia,4.6
FNB-30315,2024-03-11,March,3,Chia Seeds 300g,Superfood,8,95000,5,722000,Bandung,Tokopedia,4.0
FNB-30365,2024-03-11,March,3,Kopi Robusta 500g,Kopi,2,65000,0,130000,Bandung,Instagram Shop,4.7
FNB-30290,2024-03-12,March,3,Granola Coklat,Snack,1,80000,10,72000,Palembang,Instagram Shop,5.0
FNB-30359,2024-03-12,March,3,Madu Hutan 500ml,Superfood,5,150000,0,750000,Jakarta,Shopee,4.8
FNB-30021,2024-03-13,March,3,Kopi Arabica 250g,Kopi,3,85000,0,255000,Surabaya,Shopee,4.7
FNB-30480,2024-03-13,March,3,Kopi Arabica 250g,Kopi,4,85000,15,289000,Palembang,Instagram Shop,4.7
FNB-30051,2024-03-14,March,3,Teh Herbal Camomile,Teh,7,45000,0,315000,Palembang,Shopee,4.3
FNB-30205,2024-03-14,March,3,Granola Coklat,Snack,2,80000,5,152000,Makassar,Tokopedia,4.0
FNB-30355,2024-03-14,March,3,Oat Instan 1kg,Sereal,2,55000,5,104500,Bandung,Instagram Shop,4.9
FNB-30490,2024-03-15,March,3,Granola Coklat,Snack,1,80000,0,80000,Jakarta,Website,4.2
FNB-30013,2024-03-16,March,3,Granola Original,Snack,6,75000,10,405000,Surabaya,Tokopedia,4.5
FNB-30140,2024-03-16,March,3,Chia Seeds 300g,Superfood,1,95000,15,80750,Palembang,Website,4.0
FNB-30032,2024-03-17,March,3,Chia Seeds 300g,Superfood,2,95000,5,180500,Surabaya,Shopee,4.1
FNB-30192,2024-03-17,March,3,Protein Bar Box (12),Sereal,3,180000,10,486000,Surabaya,Website,4.7
FNB-30333,2024-03-17,March,3,Oat Instan 1kg,Sereal,3,55000,0,165000,Palembang,Instagram Shop,4.7
FNB-30082,2024-03-18,March,3,Chia Seeds 300g,Superfood,2,95000,0,190000,Semarang,Website,4.5
FNB-30253,2024-03-22,March,3,Chia Seeds 300g,Superfood,2,95000,0,190000,Bandung,Shopee,4.3
FNB-30127,2024-03-23,March,3,Madu Hutan 500ml,Superfood,3,150000,15,382500,Makassar,Instagram Shop,5.0
FNB-30158,2024-03-23,March,3,Kopi Robusta 500g,Kopi,1,65000,15,55250,Jakarta,Website,4.3
FNB-30373,2024-03-23,March,3,Oat Instan 1kg,Sereal,3,55000,0,165000,Bandung,Website,4.8
FNB-30223,2024-03-24,March,3,Oat Instan 1kg,Sereal,4,55000,5,209000,Bandung,Website,4.3
FNB-30279,2024-03-24,March,3,Protein Bar Box (12),Sereal,3,180000,15,459000,Palembang,Website,4.2
FNB-30404,2024-03-24,March,3,Kopi Arabica 250g,Kopi,5,85000,0,425000,Yogyakarta,Shopee,4.2
FNB-30058,2024-03-25,March,3,Teh Herbal Camomile,Teh,3,45000,10,121500,Medan,Shopee,4.9
FNB-30367,2024-03-26,March,3,Teh Matcha Premium,Teh,6,120000,15,612000,Medan,Tokopedia,4.6
FNB-30396,2024-03-26,March,3,Teh Matcha Premium,Teh,5,120000,5,570000,Yogyakarta,Shopee,4.7
FNB-30213,2024-03-27,March,3,Teh Matcha Premium,Teh,4,120000,5,456000,Yogyakarta,Shopee,4.8
FNB-30128,2024-03-28,March,3,Kopi Robusta 500g,Kopi,3,65000,0,195000,Palembang,Tokopedia,4.3
FNB-30131,2024-03-29,March,3,Chia Seeds 300g,Superfood,3,95000,0,285000,Makassar,Shopee,4.6
FNB-30430,2024-03-29,March,3,Oat Instan 1kg,Sereal,1,55000,10,49500,Bandung,Shopee,4.7
FNB-30442,2024-03-30,March,3,Granola Original,Snack,4,75000,5,285000,Makassar,Shopee,4.3
FNB-30216,2024-03-31,March,3,Madu Hutan 500ml,Superfood,2,150000,0,300000,Makassar,Shopee,4.2
FNB-30350,2024-03-31,March,3,Granola Coklat,Snack,3,80000,15,204000,Jakarta,Shopee,4.7
FNB-30493,2024-03-31,March,3,Madu Hutan 500ml,Superfood,2,150000,15,255000,Bandung,Shopee,4.5
FNB-30123,2024-04-01,April,4,Kopi Robusta 500g,Kopi,5,65000,15,276250,Medan,Website,4.6
FNB-30222,2024-04-01,April,4,Teh Matcha Premium,Teh,4,120000,5,456000,Makassar,Shopee,4.3
FNB-30302,2024-04-01,April,4,Kopi Robusta 500g,Kopi,3,65000,0,195000,Jakarta,Website,4.9
FNB-30068,2024-04-02,April,4,Madu Hutan 500ml,Superfood,2,150000,5,285000,Yogyakarta,Tokopedia,4.0
FNB-30409,2024-04-02,April,4,Kopi Robusta 500g,Kopi,5,65000,15,276250,Surabaya,Tokopedia,4.7
FNB-30146,2024-04-03,April,4,Protein Bar Box (12),Sereal,1,180000,0,180000,Semarang,Tokopedia,5.0
FNB-30492,2024-04-03,April,4,Chia Seeds 300g,Superfood,1,95000,0,95000,Palembang,Instagram Shop,4.3
FNB-30120,2024-04-04,April,4,Teh Herbal Camomile,Teh,2,45000,10,81000,Palembang,Shopee,4.2
FNB-30383,2024-04-04,April,4,Protein Bar Box (12),Sereal,1,180000,0,180000,Makassar,Shopee,4.1
FNB-30392,2024-04-04,April,4,Madu Hutan 500ml,Superfood,3,150000,5,427500,Jakarta,Instagram Shop,4.6
FNB-30237,2024-04-06,April,4,Teh Herbal Camomile,Teh,3,45000,10,121500,Surabaya,Shopee,4.3
FNB-30287,2024-04-06,April,4,Kopi Arabica 250g,Kopi,1,85000,5,80750,Yogyakarta,Instagram Shop,4.7
FNB-30003,2024-04-07,April,4,Oat Instan 1kg,Sereal,3,55000,5,156750,Bandung,Shopee,4.1
FNB-30040,2024-04-07,April,4,Oat Instan 1kg,Sereal,2,55000,10,99000,Semarang,Website,4.2
FNB-30298,2024-04-07,April,4,Oat Instan 1kg,Sereal,5,55000,5,261250,Makassar,Tokopedia,4.0
FNB-30440,2024-04-09,April,4,Oat Instan 1kg,Sereal,2,55000,10,99000,Medan,Tokopedia,4.5
FNB-30038,2024-04-10,April,4,Madu Hutan 500ml,Superfood,3,150000,15,382500,Surabaya,Tokopedia,4.6
FNB-30254,2024-04-10,April,4,Granola Original,Snack,2,75000,0,150000,Semarang,Shopee,4.8
FNB-30171,2024-04-12,April,4,Granola Original,Snack,3,75000,5,213750,Palembang,Shopee,4.7
FNB-30203,2024-04-13,April,4,Teh Matcha Premium,Teh,2,120000,10,216000,Jakarta,Shopee,4.9
FNB-30268,2024-04-15,April,4,Granola Original,Snack,4,75000,15,255000,Semarang,Shopee,5.0
FNB-30328,2024-04-15,April,4,Kopi Arabica 250g,Kopi,4,85000,5,323000,Bandung,Shopee,4.5
FNB-30238,2024-04-16,April,4,Kopi Robusta 500g,Kopi,9,65000,0,585000,Makassar,Shopee,4.5
FNB-30377,2024-04-16,April,4,Kopi Robusta 500g,Kopi,3,65000,10,175500,Palembang,Tokopedia,4.5
FNB-30456,2024-04-16,April,4,Protein Bar Box (12),Sereal,4,180000,0,720000,Yogyakarta,Tokopedia,4.8
FNB-30416,2024-04-17,April,4,Protein Bar Box (12),Sereal,4,180000,15,612000,Jakarta,Website,4.2
FNB-30028,2024-04-18,April,4,Protein Bar Box (12),Sereal,1,180000,10,162000,Jakarta,Shopee,4.9
FNB-30107,2024-04-18,April,4,Protein Bar Box (12),Sereal,5,180000,10,810000,Bandung,Tokopedia,5.0
FNB-30491,2024-04-19,April,4,Madu Hutan 500ml,Superfood,4,150000,0,600000,Yogyakarta,Shopee,4.5
FNB-30249,2024-04-20,April,4,Granola Original,Snack,2,75000,0,150000,Medan,Website,4.4
FNB-30310,2024-04-21,April,4,Teh Herbal Camomile,Teh,2,45000,10,81000,Jakarta,Website,4.4
FNB-30322,2024-04-24,April,4,Chia Seeds 300g,Superfood,1,95000,0,95000,Jakarta,Tokopedia,4.0
FNB-30379,2024-04-24,April,4,Teh Matcha Premium,Teh,2,120000,0,240000,Jakarta,Tokopedia,4.7
FNB-30194,2024-04-25,April,4,Teh Herbal Camomile,Teh,1,45000,0,45000,Palembang,Website,4.9
FNB-30200,2024-04-25,April,4,Madu Hutan 500ml,Superfood,3,150000,0,450000,Medan,Tokopedia,4.3
FNB-30271,2024-04-25,April,4,Chia Seeds 300g,Superfood,1,95000,0,95000,Jakarta,Shopee,5.0
FNB-30466,2024-04-25,April,4,Kopi Arabica 250g,Kopi,1,85000,5,80750,Semarang,Instagram Shop,4.4
FNB-30018,2024-04-29,April,4,Oat Instan 1kg,Sereal,4,55000,5,209000,Yogyakarta,Shopee,4.3
FNB-30109,2024-04-30,April,4,Madu Hutan 500ml,Superfood,3,150000,0,450000,Jakarta,Instagram Shop,4.7
FNB-30244,2024-04-30,April,4,Madu Hutan 500ml,Superfood,3,150000,0,450000,Bandung,Website,4.5
FNB-30252,2024-05-01,May,5,Oat Instan 1kg,Sereal,1,55000,15,46750,Palembang,Website,4.6
FNB-30405,2024-05-03,May,5,Kopi Robusta 500g,Kopi,1,65000,0,65000,Jakarta,Shopee,4.7
FNB-30248,2024-05-04,May,5,Kopi Arabica 250g,Kopi,3,85000,0,255000,Makassar,Tokopedia,4.7
FNB-30499,2024-05-04,May,5,Madu Hutan 500ml,Superfood,6,150000,15,765000,Jakarta,Tokopedia,4.2
FNB-30160,2024-05-05,May,5,Kopi Robusta 500g,Kopi,3,65000,5,185250,Semarang,Instagram Shop,4.6
FNB-30227,2024-05-07,May,5,Kopi Arabica 250g,Kopi,6,85000,0,510000,Surabaya,Website,4.3
FNB-30472,2024-05-07,May,5,Kopi Arabica 250g,Kopi,4,85000,15,289000,Makassar,Website,4.4
FNB-30000,2024-05-09,May,5,Granola Coklat,Snack,4,80000,0,320000,Medan,Tokopedia,4.9
FNB-30189,2024-05-09,May,5,Teh Herbal Camomile,Teh,2,45000,5,85500,Surabaya,Tokopedia,4.9
FNB-30452,2024-05-09,May,5,Madu Hutan 500ml,Superfood,7,150000,0,1050000,Yogyakarta,Shopee,4.2
FNB-30026,2024-05-10,May,5,Madu Hutan 500ml,Superfood,8,150000,15,1020000,Makassar,Instagram Shop,4.3
FNB-30278,2024-05-10,May,5,Oat Instan 1kg,Sereal,2,55000,0,110000,Palembang,Tokopedia,4.8
FNB-30386,2024-05-12,May,5,Granola Coklat,Snack,6,80000,15,408000,Yogyakarta,Shopee,4.3
FNB-30433,2024-05-12,May,5,Granola Coklat,Snack,4,80000,10,288000,Medan,Instagram Shop,4.2
FNB-30166,2024-05-13,May,5,Teh Matcha Premium,Teh,3,120000,0,360000,Yogyakarta,Website,4.3
FNB-30204,2024-05-13,May,5,Oat Instan 1kg,Sereal,2,55000,5,104500,Bandung,Tokopedia,4.1
FNB-30372,2024-05-14,May,5,Granola Coklat,Snack,4,80000,15,272000,Bandung,Instagram Shop,4.4
FNB-30175,2024-05-15,May,5,Granola Original,Snack,1,75000,5,71250,Semarang,Website,4.8
FNB-30296,2024-05-15,May,5,Kopi Arabica 250g,Kopi,3,85000,10,229500,Palembang,Tokopedia,4.6
FNB-30316,2024-05-15,May,5,Madu Hutan 500ml,Superfood,1,150000,0,150000,Medan,Tokopedia,4.5
FNB-30335,2024-05-15,May,5,Teh Matcha Premium,Teh,2,120000,10,216000,Jakarta,Instagram Shop,4.4
FNB-30088,2024-05-17,May,5,Madu Hutan 500ml,Superfood,3,150000,0,450000,Bandung,Instagram Shop,4.2
FNB-30331,2024-05-17,May,5,Chia Seeds 300g,Superfood,3,95000,10,256500,Palembang,Tokopedia,4.9
FNB-30349,2024-05-17,May,5,Oat Instan 1kg,Sereal,1,55000,15,46750,Bandung,Shopee,4.1
FNB-30240,2024-05-18,May,5,Chia Seeds 300g,Superfood,3,95000,5,270750,Surabaya,Tokopedia,4.1
FNB-30247,2024-05-18,May,5,Protein Bar Box (12),Sereal,3,180000,0,540000,Medan,Website,4.4
FNB-30103,2024-05-19,May,5,Teh Matcha Premium,Teh,1,120000,5,114000,Bandung,Shopee,4.1
FNB-30439,2024-05-19,May,5,Teh Matcha Premium,Teh,3,120000,0,360000,Makassar,Shopee,4.2
FNB-30056,2024-05-22,May,5,Madu Hutan 500ml,Superfood,1,150000,10,135000,Surabaya,Instagram Shop,4.5
FNB-30180,2024-05-22,May,5,Chia Seeds 300g,Superfood,4,95000,0,380000,Surabaya,Shopee,4.4
FNB-30152,2024-05-24,May,5,Chia Seeds 300g,Superfood,6,95000,0,570000,Medan,Shopee,4.3
FNB-30187,2024-05-24,May,5,Granola Coklat,Snack,4,80000,0,320000,Jakarta,Tokopedia,4.5
FNB-30048,2024-05-25,May,5,Chia Seeds 300g,Superfood,2,95000,10,171000,Palembang,Website,4.0
FNB-30464,2024-05-25,May,5,Teh Herbal Camomile,Teh,6,45000,15,229500,Yogyakarta,Instagram Shop,4.9
FNB-30313,2024-05-27,May,5,Protein Bar Box (12),Sereal,7,180000,10,1134000,Jakarta,Tokopedia,4.6
FNB-30215,2024-05-28,May,5,Chia Seeds 300g,Superfood,3,95000,0,285000,Medan,Website,4.3
FNB-30308,2024-05-28,May,5,Kopi Arabica 250g,Kopi,1,85000,15,72250,Yogyakarta,Shopee,4.7
FNB-30001,2024-05-29,May,5,Chia Seeds 300g,Superfood,3,95000,10,256500,Medan,Tokopedia,4.6
FNB-30142,2024-05-29,May,5,Granola Original,Snack,6,75000,10,405000,Semarang,Tokopedia,4.6
FNB-30398,2024-05-29,May,5,Chia Seeds 300g,Superfood,2,95000,0,190000,Makassar,Website,4.4
FNB-30346,2024-05-30,May,5,Teh Herbal Camomile,Teh,3,45000,0,135000,Medan,Instagram Shop,4.8
FNB-30073,2024-05-31,May,5,Kopi Robusta 500g,Kopi,4,65000,15,221000,Semarang,Instagram Shop,4.5
FNB-30202,2024-05-31,May,5,Oat Instan 1kg,Sereal,6,55000,5,313500,Makassar,Shopee,4.6
FNB-30122,2024-06-01,June,6,Kopi Arabica 250g,Kopi,4,85000,5,323000,Jakarta,Shopee,4.4
FNB-30297,2024-06-01,June,6,Granola Coklat,Snack,8,80000,0,640000,Bandung,Instagram Shop,4.6
FNB-30390,2024-06-02,June,6,Madu Hutan 500ml,Superfood,5,150000,15,637500,Makassar,Tokopedia,4.6
FNB-30324,2024-06-03,June,6,Granola Coklat,Snack,4,80000,0,320000,Semarang,Tokopedia,4.2
FNB-30426,2024-06-04,June,6,Granola Coklat,Snack,2,80000,0,160000,Surabaya,Website,4.2
FNB-30190,2024-06-05,June,6,Granola Coklat,Snack,4,80000,5,304000,Semarang,Instagram Shop,4.9
FNB-30329,2024-06-07,June,6,Protein Bar Box (12),Sereal,4,180000,0,720000,Makassar,Tokopedia,4.1
FNB-30111,2024-06-08,June,6,Teh Herbal Camomile,Teh,2,45000,5,85500,Makassar,Tokopedia,4.1
FNB-30063,2024-06-09,June,6,Granola Original,Snack,2,75000,0,150000,Palembang,Shopee,4.3
FNB-30378,2024-06-10,June,6,Teh Herbal Camomile,Teh,5,45000,0,225000,Palembang,Shopee,4.3
FNB-30115,2024-06-11,June,6,Granola Original,Snack,7,75000,15,446250,Surabaya,Website,4.7
FNB-30393,2024-06-11,June,6,Kopi Robusta 500g,Kopi,2,65000,10,117000,Makassar,Tokopedia,4.0
FNB-30357,2024-06-12,June,6,Protein Bar Box (12),Sereal,2,180000,5,342000,Makassar,Instagram Shop,4.8
FNB-30448,2024-06-12,June,6,Madu Hutan 500ml,Superfood,2,150000,5,285000,Bandung,Shopee,4.4
FNB-30457,2024-06-13,June,6,Granola Original,Snack,5,75000,10,337500,Medan,Website,4.5
FNB-30414,2024-06-14,June,6,Madu Hutan 500ml,Superfood,5,150000,10,675000,Yogyakarta,Shopee,4.7
FNB-30441,2024-06-16,June,6,Madu Hutan 500ml,Superfood,5,150000,5,712500,Palembang,Website,5.0
FNB-30067,2024-06-18,June,6,Teh Matcha Premium,Teh,5,120000,0,600000,Semarang,Shopee,4.6
FNB-30156,2024-06-19,June,6,Protein Bar Box (12),Sereal,4,180000,0,720000,Makassar,Tokopedia,4.0
FNB-30225,2024-06-19,June,6,Granola Original,Snack,7,75000,10,472500,Yogyakarta,Instagram Shop,4.6
FNB-30419,2024-06-19,June,6,Granola Original,Snack,5,75000,15,318750,Jakarta,Website,4.1
FNB-30428,2024-06-20,June,6,Madu Hutan 500ml,Superfood,2,150000,5,285000,Palembang,Shopee,4.3
FNB-30173,2024-06-21,June,6,Kopi Robusta 500g,Kopi,2,65000,10,117000,Bandung,Shopee,4.7
FNB-30291,2024-06-21,June,6,Madu Hutan 500ml,Superfood,4,150000,5,570000,Bandung,Shopee,5.0
FNB-30300,2024-06-21,June,6,Protein Bar Box (12),Sereal,1,180000,15,153000,Makassar,Website,4.9
FNB-30427,2024-06-22,June,6,Kopi Arabica 250g,Kopi,2,85000,5,161500,Makassar,Tokopedia,4.4
FNB-30075,2024-06-23,June,6,Teh Herbal Camomile,Teh,7,45000,15,267750,Jakarta,Shopee,4.9
FNB-30415,2024-06-23,June,6,Protein Bar Box (12),Sereal,5,180000,0,900000,Semarang,Shopee,4.8
FNB-30030,2024-06-24,June,6,Kopi Arabica 250g,Kopi,1,85000,15,72250,Yogyakarta,Tokopedia,4.7
