order_id,date,month,month_num,product,category,qty,unit_price,discount_pct,revenue,city,channel,rating
ELK-20122,2024-01-20,January,1,Laptop ASUS VivoBook,Laptop,1,8999000,10,8099100,Surabaya,Instagram Shop,4.5
ELK-20153,2024-01-20,January,1,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Medan,Tokopedia,4.7
ELK-20244,2024-01-21,January,1,Samsung Galaxy A55,Smartphone,2,5499000,0,10998000,Semarang,Shopee,4.4
ELK-20181,2024-01-22,January,1,Laptop Lenovo IdeaPad,Laptop,1,7499000,20,5999200,Medan,Tokopedia,4.5
ELK-20439,2024-01-22,January,1,Keyboard Mechanical,Aksesoris,1,899000,15,764150,Surabaya,Website,4.1
ELK-20206,2024-01-23,January,1,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Yogyakarta,Website,4.4
ELK-20438,2024-01-23,January,1,Samsung Tab A9,Tablet,1,3299000,20,2639200,Medan,Shopee,4.3
ELK-20053,2024-01-24,January,1,Mouse Logitech MX,Aksesoris,1,1299000,10,1169100,Jakarta,Shopee,4.0
ELK-20017,2024-01-25,January,1,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Yogyakarta,Shopee,4.8
ELK-20495,2024-01-26,January,1,Sony WH-1000XM5,Audio,1,4299000,15,3654150,Medan,Tokopedia,4.3
ELK-20417,2024-01-27,January,1,TWS Earbuds Xiaomi,Audio,1,399000,20,319200,Yogyakarta,Website,4.2
ELK-20059,2024-01-28,January,1,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Makassar,Tokopedia,4.5
ELK-20011,2024-01-29,January,1,Laptop Lenovo IdeaPad,Laptop,1,7499000,10,6749100,Makassar,Shopee,4.8
ELK-20142,2024-01-29,January,1,Samsung Galaxy A55,Smartphone,1,5499000,20,4399200,Palembang,Shopee,4.7
ELK-20393,2024-01-29,January,1,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Makassar,Shopee,4.6
ELK-20289,2024-01-30,January,1,iPhone 15,Smartphone,1,14999000,15,12749150,Surabaya,Website,4.5
ELK-20422,2024-01-30,January,1,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Makassar,Website,3.9
ELK-20361,2024-02-01,February,2,TWS Earbuds Xiaomi,Audio,3,399000,5,1137150,Medan,Tokopedia,4.0
ELK-20115,2024-02-02,February,2,TWS Earbuds Xiaomi,Audio,1,399000,20,319200,Surabaya,Instagram Shop,4.2
ELK-20140,2024-02-02,February,2,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Medan,Website,4.3
ELK-20414,2024-02-03,February,2,TWS Earbuds Xiaomi,Audio,1,399000,15,339150,Makassar,Tokopedia,4.0
ELK-20444,2024-02-03,February,2,iPad Air,Tablet,1,9999000,5,9499050,Semarang,Tokopedia,4.3
ELK-20236,2024-02-04,February,2,Sony WH-1000XM5,Audio,1,4299000,15,3654150,Bandung,Shopee,4.0
ELK-20381,2024-02-04,February,2,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Surabaya,Tokopedia,4.5
ELK-20313,2024-02-05,February,2,Laptop ASUS VivoBook,Laptop,2,8999000,0,17998000,Surabaya,Website,4.5
ELK-20387,2024-02-06,February,2,Laptop Lenovo IdeaPad,Laptop,3,7499000,20,17997600,Yogyakarta,Shopee,4.5
ELK-20392,2024-02-06,February,2,Laptop ASUS VivoBook,Laptop,2,8999000,20,14398400,Bandung,Website,3.8
ELK-20055,2024-02-07,February,2,iPhone 15,Smartphone,2,14999000,5,28498100,Bandung,Shopee,4.2
ELK-20217,2024-02-08,February,2,Laptop Lenovo IdeaPad,Laptop,1,7499000,15,6374150,Yogyakarta,Tokopedia,4.6
ELK-20282,2024-02-08,February,2,iPhone 15,Smartphone,1,14999000,10,13499100,Bandung,Tokopedia,4.5
ELK-20180,2024-02-09,February,2,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Makassar,Shopee,4.2
ELK-20022,2024-02-11,February,2,Samsung Tab A9,Tablet,1,3299000,10,2969100,Makassar,Tokopedia,4.2
ELK-20052,2024-02-11,February,2,Laptop ASUS VivoBook,Laptop,3,8999000,0,26997000,Palembang,Shopee,4.2
ELK-20078,2024-02-11,February,2,Sony WH-1000XM5,Audio,1,4299000,10,3869100,Yogyakarta,Shopee,4.3
ELK-20308,2024-02-12,February,2,Samsung Tab A9,Tablet,2,3299000,0,6598000,Palembang,Tokopedia,4.1
ELK-20337,2024-02-12,February,2,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Jakarta,Shopee,4.8
ELK-20419,2024-02-13,February,2,Sony WH-1000XM5,Audio,1,4299000,10,3869100,Yogyakarta,Shopee,3.9
ELK-20001,2024-02-14,February,2,TWS Earbuds Xiaomi,Audio,1,399000,20,319200,Yogyakarta,Shopee,4.6
ELK-20177,2024-02-14,February,2,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Surabaya,Tokopedia,4.7
ELK-20227,2024-02-14,February,2,Samsung Tab A9,Tablet,1,3299000,15,2804150,Bandung,Tokopedia,4.7
ELK-20255,2024-02-14,February,2,Mouse Logitech MX,Aksesoris,1,1299000,20,1039200,Medan,Shopee,4.9
ELK-20002,2024-02-15,February,2,Mouse Logitech MX,Aksesoris,1,1299000,10,1169100,Medan,Shopee,4.5
ELK-20216,2024-02-17,February,2,Samsung Tab A9,Tablet,1,3299000,15,2804150,Yogyakarta,Shopee,4.0
ELK-20401,2024-02-17,February,2,iPad Air,Tablet,1,9999000,0,9999000,Jakarta,Tokopedia,4.0
ELK-20051,2024-02-19,February,2,Laptop Lenovo IdeaPad,Laptop,1,7499000,15,6374150,Palembang,Website,4.5
ELK-20239,2024-02-19,February,2,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Yogyakarta,Shopee,4.2
ELK-20488,2024-02-19,February,2,Laptop ASUS VivoBook,Laptop,1,8999000,20,7199200,Palembang,Shopee,4.2
ELK-20148,2024-02-20,February,2,Samsung Tab A9,Tablet,1,3299000,0,3299000,Palembang,Tokopedia,4.2
ELK-20240,2024-02-20,February,2,Samsung Tab A9,Tablet,1,3299000,0,3299000,Bandung,Website,4.8
ELK-20394,2024-02-22,February,2,Laptop Lenovo IdeaPad,Laptop,1,7499000,20,5999200,Surabaya,Shopee,4.6
ELK-20032,2024-02-23,February,2,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Jakarta,Instagram Shop,4.3
ELK-20091,2024-02-23,February,2,TWS Earbuds Xiaomi,Audio,2,399000,0,798000,Yogyakarta,Shopee,3.9
ELK-20380,2024-02-23,February,2,Samsung Tab A9,Tablet,1,3299000,0,3299000,Yogyakarta,Website,4.3
ELK-20100,2024-02-24,February,2,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Medan,Website,3.9
ELK-20253,2024-02-24,February,2,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Jakarta,Website,3.9
ELK-20237,2024-02-25,February,2,iPhone 15,Smartphone,1,14999000,15,12749150,Semarang,Shopee,4.2
ELK-20457,2024-02-25,February,2,Samsung Galaxy A55,Smartphone,2,5499000,5,10448100,Surabaya,Tokopedia,4.1
ELK-20464,2024-02-25,February,2,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Semarang,Shopee,4.5
ELK-20343,2024-02-27,February,2,iPhone 15,Smartphone,3,14999000,15,38247450,Semarang,Tokopedia,4.8
ELK-20367,2024-02-27,February,2,Laptop Lenovo IdeaPad,Laptop,1,7499000,15,6374150,Medan,Shopee,4.8
ELK-20039,2024-02-28,February,2,Sony WH-1000XM5,Audio,1,4299000,10,3869100,Surabaya,Shopee,4.7
ELK-20300,2024-02-28,February,2,Laptop ASUS VivoBook,Laptop,2,8999000,0,17998000,Semarang,Tokopedia,4.9
ELK-20276,2024-03-01,March,3,Samsung Galaxy A55,Smartphone,2,5499000,15,9348300,Bandung,Shopee,4.9
ELK-20447,2024-03-01,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Jakarta,Shopee,4.3
ELK-20411,2024-03-03,March,3,iPhone 15,Smartphone,1,14999000,0,14999000,Palembang,Shopee,4.6
ELK-20491,2024-03-03,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,20,5999200,Medan,Shopee,4.4
ELK-20012,2024-03-05,March,3,Sony WH-1000XM5,Audio,1,4299000,20,3439200,Palembang,Instagram Shop,4.0
ELK-20150,2024-03-05,March,3,Samsung Galaxy A55,Smartphone,1,5499000,15,4674150,Yogyakarta,Instagram Shop,4.9
ELK-20109,2024-03-06,March,3,iPad Air,Tablet,1,9999000,0,9999000,Surabaya,Shopee,4.9
ELK-20199,2024-03-06,March,3,Mouse Logitech MX,Aksesoris,1,1299000,15,1104150,Makassar,Shopee,4.0
ELK-20035,2024-03-07,March,3,Samsung Tab A9,Tablet,1,3299000,20,2639200,Yogyakarta,Shopee,4.9
ELK-20087,2024-03-07,March,3,iPad Air,Tablet,1,9999000,0,9999000,Yogyakarta,Website,4.6
ELK-20118,2024-03-07,March,3,TWS Earbuds Xiaomi,Audio,1,399000,20,319200,Jakarta,Shopee,4.4
ELK-20123,2024-03-07,March,3,Sony WH-1000XM5,Audio,1,4299000,20,3439200,Jakarta,Tokopedia,4.8
ELK-20248,2024-03-07,March,3,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Surabaya,Shopee,4.9
ELK-20281,2024-03-08,March,3,iPhone 15,Smartphone,1,14999000,10,13499100,Jakarta,Website,3.8
ELK-20473,2024-03-08,March,3,Samsung Galaxy A55,Smartphone,1,5499000,15,4674150,Semarang,Website,4.8
ELK-20220,2024-03-09,March,3,iPhone 15,Smartphone,3,14999000,5,42747150,Semarang,Tokopedia,4.2
ELK-20305,2024-03-09,March,3,iPhone 15,Smartphone,1,14999000,20,11999200,Makassar,Shopee,4.7
ELK-20146,2024-03-10,March,3,Samsung Tab A9,Tablet,1,3299000,10,2969100,Palembang,Tokopedia,4.6
ELK-20323,2024-03-10,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,10,6749100,Palembang,Tokopedia,4.3
ELK-20172,2024-03-12,March,3,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Medan,Instagram Shop,4.8
ELK-20119,2024-03-13,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,10,6749100,Bandung,Tokopedia,4.3
ELK-20213,2024-03-13,March,3,iPad Air,Tablet,1,9999000,10,8999100,Palembang,Tokopedia,4.2
ELK-20210,2024-03-14,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,15,6374150,Surabaya,Tokopedia,4.1
ELK-20357,2024-03-14,March,3,Sony WH-1000XM5,Audio,1,4299000,5,4084050,Semarang,Tokopedia,4.9
ELK-20353,2024-03-15,March,3,Keyboard Mechanical,Aksesoris,1,899000,10,809100,Palembang,Shopee,4.6
ELK-20335,2024-03-16,March,3,Samsung Galaxy A55,Smartphone,1,5499000,5,5224050,Jakarta,Shopee,3.9
ELK-20046,2024-03-17,March,3,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Jakarta,Website,4.6
ELK-20062,2024-03-17,March,3,iPhone 15,Smartphone,1,14999000,20,11999200,Jakarta,Shopee,4.9
ELK-20129,2024-03-17,March,3,iPhone 15,Smartphone,1,14999000,5,14249050,Semarang,Shopee,4.0
ELK-20076,2024-03-19,March,3,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Jakarta,Tokopedia,4.1
ELK-20135,2024-03-20,March,3,Keyboard Mechanical,Aksesoris,1,899000,10,809100,Palembang,Tokopedia,4.8
ELK-20456,2024-03-20,March,3,Mouse Logitech MX,Aksesoris,1,1299000,10,1169100,Makassar,Instagram Shop,4.9
ELK-20468,2024-03-21,March,3,Samsung Tab A9,Tablet,1,3299000,20,2639200,Makassar,Tokopedia,3.8
ELK-20479,2024-03-21,March,3,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Semarang,Tokopedia,4.1
ELK-20413,2024-03-22,March,3,TWS Earbuds Xiaomi,Audio,1,399000,20,319200,Palembang,Website,4.5
ELK-20418,2024-03-22,March,3,iPad Air,Tablet,1,9999000,0,9999000,Palembang,Tokopedia,4.5
ELK-20430,2024-03-22,March,3,iPhone 15,Smartphone,1,14999000,20,11999200,Semarang,Shopee,5.0
ELK-20440,2024-03-22,March,3,Laptop ASUS VivoBook,Laptop,1,8999000,5,8549050,Medan,Website,4.3
ELK-20041,2024-03-25,March,3,Laptop ASUS VivoBook,Laptop,1,8999000,15,7649150,Jakarta,Shopee,3.9
ELK-20030,2024-03-26,March,3,Keyboard Mechanical,Aksesoris,1,899000,10,809100,Medan,Tokopedia,4.8
ELK-20047,2024-03-26,March,3,Sony WH-1000XM5,Audio,1,4299000,20,3439200,Medan,Shopee,4.7
ELK-20145,2024-03-27,March,3,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Palembang,Shopee,4.6
ELK-20194,2024-03-27,March,3,Sony WH-1000XM5,Audio,1,4299000,5,4084050,Medan,Tokopedia,4.1
ELK-20277,2024-03-27,March,3,Samsung Tab A9,Tablet,1,3299000,15,2804150,Yogyakarta,Tokopedia,4.5
ELK-20287,2024-03-27,March,3,Samsung Galaxy A55,Smartphone,1,5499000,10,4949100,Yogyakarta,Tokopedia,4.7
ELK-20190,2024-03-28,March,3,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Bandung,Shopee,4.3
ELK-20197,2024-03-29,March,3,Laptop Lenovo IdeaPad,Laptop,4,7499000,15,25496600,Makassar,Website,4.4
ELK-20250,2024-03-29,March,3,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Jakarta,Website,3.8
ELK-20008,2024-03-31,March,3,Keyboard Mechanical,Aksesoris,1,899000,20,719200,Bandung,Tokopedia,3.8
ELK-20036,2024-04-01,April,4,Sony WH-1000XM5,Audio,2,4299000,5,8168100,Medan,Tokopedia,4.5
ELK-20167,2024-04-01,April,4,Laptop ASUS VivoBook,Laptop,1,8999000,20,7199200,Jakarta,Shopee,4.0
ELK-20344,2024-04-01,April,4,Keyboard Mechanical,Aksesoris,1,899000,5,854050,Semarang,Website,4.6
ELK-20421,2024-04-01,April,4,Laptop Lenovo IdeaPad,Laptop,1,7499000,10,6749100,Palembang,Shopee,3.8
ELK-20061,2024-04-02,April,4,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Makassar,Tokopedia,4.7
ELK-20435,2024-04-02,April,4,Laptop Lenovo IdeaPad,Laptop,2,7499000,20,11998400,Semarang,Instagram Shop,4.5
ELK-20090,2024-04-03,April,4,Laptop ASUS VivoBook,Laptop,2,8999000,20,14398400,Makassar,Instagram Shop,4.6
ELK-20184,2024-04-03,April,4,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Bandung,Shopee,4.8
ELK-20363,2024-04-03,April,4,Keyboard Mechanical,Aksesoris,2,899000,0,1798000,Surabaya,Shopee,4.8
ELK-20364,2024-04-03,April,4,Samsung Galaxy A55,Smartphone,1,5499000,10,4949100,Surabaya,Tokopedia,4.4
ELK-20126,2024-04-04,April,4,Laptop ASUS VivoBook,Laptop,1,8999000,15,7649150,Palembang,Tokopedia,4.5
ELK-20154,2024-04-04,April,4,Samsung Tab A9,Tablet,3,3299000,5,9402150,Palembang,Shopee,4.2
ELK-20208,2024-04-04,April,4,Keyboard Mechanical,Aksesoris,1,899000,10,809100,Bandung,Tokopedia,4.3
ELK-20303,2024-04-06,April,4,Samsung Tab A9,Tablet,1,3299000,5,3134050,Medan,Shopee,4.2
ELK-20027,2024-04-08,April,4,Laptop ASUS VivoBook,Laptop,1,8999000,20,7199200,Makassar,Shopee,4.7
ELK-20072,2024-04-10,April,4,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Bandung,Shopee,4.0
ELK-20342,2024-04-10,April,4,Sony WH-1000XM5,Audio,1,4299000,10,3869100,Yogyakarta,Website,4.7
ELK-20026,2024-04-11,April,4,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Semarang,Shopee,5.0
ELK-20232,2024-04-11,April,4,iPad Air,Tablet,1,9999000,10,8999100,Makassar,Tokopedia,4.4
ELK-20293,2024-04-11,April,4,TWS Earbuds Xiaomi,Audio,2,399000,10,718200,Jakarta,Tokopedia,4.0
ELK-20366,2024-04-12,April,4,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Palembang,Website,4.5
ELK-20164,2024-04-13,April,4,Samsung Galaxy A55,Smartphone,1,5499000,5,5224050,Yogyakarta,Website,5.0
ELK-20268,2024-04-14,April,4,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Jakarta,Tokopedia,4.4
ELK-20175,2024-04-15,April,4,Samsung Galaxy A55,Smartphone,1,5499000,15,4674150,Jakarta,Tokopedia,5.0
ELK-20301,2024-04-15,April,4,TWS Earbuds Xiaomi,Audio,1,399000,10,359100,Medan,Shopee,3.9
ELK-20371,2024-04-15,April,4,Samsung Tab A9,Tablet,1,3299000,10,2969100,Makassar,Instagram Shop,3.8
ELK-20065,2024-04-16,April,4,Samsung Galaxy A55,Smartphone,1,5499000,10,4949100,Medan,Instagram Shop,4.0
ELK-20085,2024-04-16,April,4,Samsung Galaxy A55,Smartphone,1,5499000,15,4674150,Makassar,Shopee,4.4
ELK-20372,2024-04-16,April,4,Samsung Tab A9,Tablet,1,3299000,0,3299000,Bandung,Tokopedia,4.4
ELK-20461,2024-04-16,April,4,Sony WH-1000XM5,Audio,1,4299000,20,3439200,Jakarta,Shopee,4.0
ELK-20358,2024-04-18,April,4,Laptop ASUS VivoBook,Laptop,1,8999000,10,8099100,Medan,Instagram Shop,4.8
ELK-20373,2024-04-18,April,4,Laptop ASUS VivoBook,Laptop,3,8999000,5,25647150,Makassar,Website,4.2
ELK-20242,2024-04-19,April,4,Mouse Logitech MX,Aksesoris,1,1299000,10,1169100,Bandung,Shopee,4.7
ELK-20349,2024-04-19,April,4,Laptop Lenovo IdeaPad,Laptop,1,7499000,5,7124050,Yogyakarta,Tokopedia,4.1
ELK-20496,2024-04-19,April,4,Laptop Lenovo IdeaPad,Laptop,1,7499000,15,6374150,Makassar,Website,3.9
ELK-20003,2024-04-20,April,4,Sony WH-1000XM5,Audio,1,4299000,10,3869100,Medan,Tokopedia,4.6
ELK-20125,2024-04-20,April,4,iPhone 15,Smartphone,1,14999000,15,12749150,Medan,Tokopedia,4.6
ELK-20432,2024-04-20,April,4,Laptop Lenovo IdeaPad,Laptop,1,7499000,0,7499000,Semarang,Instagram Shop,4.0
ELK-20428,2024-04-21,April,4,Laptop ASUS VivoBook,Laptop,2,8999000,20,14398400,Semarang,Tokopedia,3.8
ELK-20487,2024-04-22,April,4,Keyboard Mechanical,Aksesoris,1,899000,20,719200,Yogyakarta,Tokopedia,4.4
ELK-20195,2024-04-23,April,4,Mouse Logitech MX,Aksesoris,1,1299000,15,1104150,Surabaya,Website,4.4
ELK-20252,2024-04-24,April,4,iPad Air,Tablet,1,9999000,0,9999000,Makassar,Website,4.1
ELK-20400,2024-04-24,April,4,TWS Earbuds Xiaomi,Audio,3,399000,0,1197000,Medan,Tokopedia,4.4
ELK-20264,2024-04-28,April,4,iPhone 15,Smartphone,1,14999000,0,14999000,Palembang,Shopee,4.6
ELK-20266,2024-04-28,April,4,Mouse Logitech MX,Aksesoris,1,1299000,5,1234050,Medan,Shopee,4.6
ELK-20416,2024-04-30,April,4,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Makassar,Tokopedia,4.7
ELK-20101,2024-05-03,May,5,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Surabaya,Tokopedia,4.1
ELK-20080,2024-05-04,May,5,Samsung Galaxy A55,Smartphone,1,5499000,0,5499000,Medan,Tokopedia,4.5
ELK-20141,2024-05-05,May,5,iPad Air,Tablet,1,9999000,0,9999000,Semarang,Tokopedia,3.9
ELK-20165,2024-05-05,May,5,iPhone 15,Smartphone,1,14999000,0,14999000,Makassar,Website,4.3
ELK-20221,2024-05-06,May,5,Samsung Tab A9,Tablet,1,3299000,5,3134050,Palembang,Shopee,4.7
ELK-20170,2024-05-07,May,5,TWS Earbuds Xiaomi,Audio,1,399000,10,359100,Surabaya,Website,3.9
ELK-20312,2024-05-07,May,5,Samsung Tab A9,Tablet,1,3299000,10,2969100,Yogyakarta,Tokopedia,4.8
ELK-20152,2024-05-09,May,5,iPhone 15,Smartphone,1,14999000,5,14249050,Jakarta,Instagram Shop,4.7
ELK-20207,2024-05-10,May,5,iPhone 15,Smartphone,1,14999000,0,14999000,Medan,Shopee,3.9
ELK-20306,2024-05-10,May,5,Samsung Galaxy A55,Smartphone,2,5499000,15,9348300,Medan,Shopee,4.9
ELK-20498,2024-05-10,May,5,Mouse Logitech MX,Aksesoris,1,1299000,15,1104150,Surabaya,Tokopedia,3.9
ELK-20493,2024-05-11,May,5,Samsung Tab A9,Tablet,1,3299000,0,3299000,Yogyakarta,Instagram Shop,4.8
ELK-20261,2024-05-13,May,5,Laptop ASUS VivoBook,Laptop,1,8999000,5,8549050,Surabaya,Tokopedia,4.2
ELK-20489,2024-05-13,May,5,Laptop Lenovo IdeaPad,Laptop,1,7499000,20,5999200,Makassar,Website,4.1
ELK-20143,2024-05-14,May,5,Samsung Tab A9,Tablet,1,3299000,5,3134050,Jakarta,Instagram Shop,4.6
ELK-20327,2024-05-14,May,5,Laptop ASUS VivoBook,Laptop,1,8999000,5,8549050,Makassar,Shopee,4.3
ELK-20365,2024-05-14,May,5,Keyboard Mechanical,Aksesoris,2,899000,5,1708100,Yogyakarta,Shopee,4.9
ELK-20162,2024-05-15,May,5,iPad Air,Tablet,1,9999000,0,9999000,Medan,Shopee,4.8
ELK-20434,2024-05-15,May,5,Keyboard Mechanical,Aksesoris,4,899000,10,3236400,Bandung,Shopee,4.4
ELK-20005,2024-05-17,May,5,Keyboard Mechanical,Aksesoris,2,899000,0,1798000,Yogyakarta,Tokopedia,5.0
ELK-20092,2024-05-17,May,5,Keyboard Mechanical,Aksesoris,1,899000,5,854050,Makassar,Website,4.7
ELK-20178,2024-05-17,May,5,Sony WH-1000XM5,Audio,2,4299000,5,8168100,Bandung,Shopee,4.5
ELK-20081,2024-05-18,May,5,TWS Earbuds Xiaomi,Audio,1,399000,15,339150,Medan,Tokopedia,4.6
ELK-20187,2024-05-18,May,5,Mouse Logitech MX,Aksesoris,1,1299000,5,1234050,Palembang,Tokopedia,4.7
ELK-20176,2024-05-19,May,5,iPad Air,Tablet,1,9999000,0,9999000,Surabaya,Tokopedia,3.8
ELK-20093,2024-05-20,May,5,Samsung Galaxy A55,Smartphone,3,5499000,0,16497000,Surabaya,Tokopedia,4.3
ELK-20044,2024-05-21,May,5,Sony WH-1000XM5,Audio,1,4299000,0,4299000,Medan,Website,4.0
ELK-20117,2024-05-21,May,5,iPad Air,Tablet,1,9999000,0,9999000,Bandung,Shopee,5.0
ELK-20284,2024-05-22,May,5,Mouse Logitech MX,Aksesoris,1,1299000,0,1299000,Makassar,Website,3.9
ELK-20198,2024-05-23,May,5,iPhone 15,Smartphone,1,14999000,5,14249050,Jakarta,Website,4.3
ELK-20174,2024-05-24,May,5,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Medan,Website,5.0
ELK-20318,2024-05-27,May,5,Samsung Galaxy A55,Smartphone,2,5499000,0,10998000,Surabaya,Tokopedia,4.3
ELK-20024,2024-05-28,May,5,iPad Air,Tablet,1,9999000,20,7999200,Bandung,Tokopedia,4.6
ELK-20094,2024-05-28,May,5,Mouse Logitech MX,Aksesoris,2,1299000,10,2338200,Medan,Website,4.8
ELK-20238,2024-05-28,May,5,TWS Earbuds Xiaomi,Audio,2,399000,0,798000,Surabaya,Tokopedia,3.9
ELK-20071,2024-05-29,May,5,Laptop ASUS VivoBook,Laptop,3,8999000,5,25647150,Makassar,Tokopedia,4.4
ELK-20211,2024-05-29,May,5,Samsung Tab A9,Tablet,2,3299000,0,6598000,Semarang,Shopee,4.9
ELK-20378,2024-05-30,May,5,Keyboard Mechanical,Aksesoris,1,899000,0,899000,Yogyakarta,Tokopedia,4.6
ELK-20427,2024-05-30,May,5,TWS Earbuds Xiaomi,Audio,1,399000,0,399000,Yogyakarta,Tokopedia,4.9
ELK-20014,2024-05-31,May,5,Laptop ASUS VivoBook,Laptop,1,8999000,0,8999000,Yogyakarta,Tokopedia,4.0
