order_id,date,month,month_num,product,category,qty,unit_price,discount_pct,revenue,city,channel,rating
ORD-10197,2024-02-16,February,2,Kaos Polos Uniqlo,Apparel,1,299000,0,299000,Yogyakarta,Tokopedia,4.6
ORD-10052,2024-02-17,February,2,Topi Baseball,Accessories,2,150000,10,270000,Jakarta,Tokopedia,4.7
ORD-10290,2024-02-17,February,2,Sepatu Formal Bata,Footwear,1,720000,0,720000,Bandung,Tokopedia,4.4
ORD-10452,2024-02-17,February,2,Topi Baseball,Accessories,1,150000,10,135000,Semarang,Shopee,4.2
ORD-10403,2024-02-17,February,2,Tas Selempang,Bags,3,380000,15,969000,Yogyakarta,Tokopedia,4.1
ORD-10499,2024-02-18,February,2,Sepatu Formal Bata,Footwear,1,720000,0,720000,Yogyakarta,Tokopedia,4.4
ORD-10155,2024-02-20,February,2,Kaos Polos Uniqlo,Apparel,1,299000,25,224250,Bandung,Shopee,4.9
ORD-10250,2024-02-20,February,2,Celana Jogger,Apparel,1,320000,0,320000,Bandung,Tokopedia,4.9
ORD-10464,2024-02-22,February,2,Kaos Polos Uniqlo,Apparel,2,299000,15,508300,Semarang,Website,3.7
ORD-10001,2024-02-22,February,2,Sepatu Formal Bata,Footwear,1,720000,0,720000,Yogyakarta,Tokopedia,3.6
ORD-10246,2024-02-22,February,2,Sepatu Formal Bata,Footwear,1,720000,0,720000,Makassar,Tokopedia,3.7
ORD-10443,2024-02-22,February,2,Jaket Fleece,Apparel,1,450000,10,405000,Jakarta,Shopee,4.0
ORD-10116,2024-02-22,February,2,Sepatu Lari Nike,Footwear,1,850000,10,765000,Palembang,Shopee,4.0
ORD-10101,2024-02-24,February,2,Topi Baseball,Accessories,2,150000,15,255000,Palembang,Website,4.2
ORD-10034,2024-02-25,February,2,Jaket Fleece,Apparel,1,450000,5,427500,Medan,Shopee,3.7
ORD-10201,2024-02-25,February,2,Celana Jogger,Apparel,1,320000,15,272000,Surabaya,Website,4.4
ORD-10426,2024-02-25,February,2,Tas Ransel Eiger,Bags,1,650000,5,617500,Bandung,Shopee,4.0
ORD-10431,2024-02-28,February,2,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Semarang,Shopee,4.4
ORD-10276,2024-02-28,February,2,Sepatu Lari Nike,Footwear,1,850000,0,850000,Palembang,Shopee,4.9
ORD-10136,2024-02-29,February,2,Topi Baseball,Accessories,2,150000,0,300000,Palembang,Shopee,3.8
ORD-10434,2024-02-29,February,2,Tas Ransel Eiger,Bags,1,650000,15,552500,Bandung,Shopee,4.1
ORD-10483,2024-03-01,March,3,Sepatu Lari Nike,Footwear,3,850000,15,2167500,Yogyakarta,Tokopedia,3.6
ORD-10277,2024-03-01,March,3,Sandal Jepit Havaianas,Footwear,1,180000,10,162000,Palembang,Tokopedia,4.4
ORD-10111,2024-03-02,March,3,Jaket Fleece,Apparel,1,450000,15,382500,Surabaya,Website,4.9
ORD-10463,2024-03-02,March,3,Topi Baseball,Accessories,1,150000,0,150000,Palembang,Tokopedia,4.1
ORD-10099,2024-03-02,March,3,Tas Selempang,Bags,1,380000,0,380000,Semarang,Shopee,4.5
ORD-10181,2024-03-03,March,3,Kacamata Sunglasses,Accessories,1,520000,0,520000,Medan,Shopee,4.4
ORD-10078,2024-03-03,March,3,Kacamata Sunglasses,Accessories,1,520000,0,520000,Palembang,Shopee,5.0
ORD-10089,2024-03-06,March,3,Tas Selempang,Bags,4,380000,0,1520000,Yogyakarta,Shopee,4.5
ORD-10185,2024-03-07,March,3,Sepatu Formal Bata,Footwear,1,720000,10,648000,Bandung,Tokopedia,4.8
ORD-10198,2024-03-07,March,3,Sepatu Formal Bata,Footwear,1,720000,0,720000,Semarang,Shopee,4.1
ORD-10213,2024-03-07,March,3,Topi Baseball,Accessories,1,150000,5,142500,Semarang,Tokopedia,4.8
ORD-10186,2024-03-08,March,3,Sepatu Lari Nike,Footwear,1,850000,15,722500,Medan,Shopee,3.5
ORD-10462,2024-03-08,March,3,Tas Selempang,Bags,1,380000,5,361000,Palembang,Tokopedia,4.5
ORD-10343,2024-03-09,March,3,Kacamata Sunglasses,Accessories,1,520000,0,520000,Palembang,Website,4.4
ORD-10465,2024-03-09,March,3,Tas Ransel Eiger,Bags,1,650000,0,650000,Jakarta,Shopee,3.7
ORD-10352,2024-03-10,March,3,Topi Baseball,Accessories,3,150000,15,382500,Yogyakarta,Shopee,4.9
ORD-10016,2024-03-11,March,3,Sepatu Formal Bata,Footwear,1,720000,25,540000,Surabaya,Website,4.8
ORD-10245,2024-03-11,March,3,Sandal Jepit Havaianas,Footwear,3,180000,0,540000,Palembang,Website,4.3
ORD-10275,2024-03-11,March,3,Sepatu Formal Bata,Footwear,3,720000,15,1836000,Yogyakarta,Tokopedia,3.9
ORD-10435,2024-03-11,March,3,Tas Selempang,Bags,1,380000,20,304000,Yogyakarta,Tokopedia,4.5
ORD-10083,2024-03-11,March,3,Tas Ransel Eiger,Bags,1,650000,5,617500,Yogyakarta,Shopee,4.6
ORD-10282,2024-03-12,March,3,Jaket Fleece,Apparel,1,450000,25,337500,Jakarta,Shopee,4.4
ORD-10497,2024-03-13,March,3,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Jakarta,Instagram Shop,4.8
ORD-10151,2024-03-14,March,3,Topi Baseball,Accessories,1,150000,0,150000,Surabaya,Shopee,5.0
ORD-10376,2024-03-15,March,3,Sepatu Lari Nike,Footwear,4,850000,10,3060000,Yogyakarta,Tokopedia,3.8
ORD-10184,2024-03-16,March,3,Tas Selempang,Bags,2,380000,0,760000,Makassar,Website,3.7
ORD-10223,2024-03-18,March,3,Kacamata Sunglasses,Accessories,1,520000,0,520000,Palembang,Shopee,4.0
ORD-10017,2024-03-19,March,3,Tas Ransel Eiger,Bags,5,650000,20,2600000,Surabaya,Shopee,4.4
ORD-10274,2024-03-19,March,3,Kacamata Sunglasses,Accessories,1,520000,15,442000,Semarang,Shopee,3.6
ORD-10141,2024-03-19,March,3,Kacamata Sunglasses,Accessories,2,520000,10,936000,Makassar,Shopee,4.2
ORD-10048,2024-03-21,March,3,Kacamata Sunglasses,Accessories,1,520000,10,468000,Jakarta,Shopee,4.3
ORD-10080,2024-03-22,March,3,Kacamata Sunglasses,Accessories,1,520000,25,390000,Makassar,Website,4.8
ORD-10004,2024-03-22,March,3,Topi Baseball,Accessories,1,150000,15,127500,Makassar,Tokopedia,4.9
ORD-10272,2024-03-22,March,3,Sepatu Lari Nike,Footwear,2,850000,0,1700000,Palembang,Tokopedia,3.6
ORD-10096,2024-03-26,March,3,Tas Selempang,Bags,1,380000,0,380000,Bandung,Instagram Shop,3.7
ORD-10279,2024-03-29,March,3,Kacamata Sunglasses,Accessories,2,520000,0,1040000,Semarang,Shopee,4.6
ORD-10132,2024-03-30,March,3,Kacamata Sunglasses,Accessories,1,520000,25,390000,Makassar,Tokopedia,4.4
ORD-10058,2024-03-31,March,3,Topi Baseball,Accessories,1,150000,0,150000,Bandung,Website,4.0
ORD-10354,2024-04-01,April,4,Sepatu Formal Bata,Footwear,1,720000,20,576000,Bandung,Website,3.8
ORD-10105,2024-04-03,April,4,Kacamata Sunglasses,Accessories,3,520000,5,1482000,Semarang,Website,4.0
ORD-10035,2024-04-03,April,4,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Medan,Website,3.6
ORD-10365,2024-04-04,April,4,Sepatu Formal Bata,Footwear,1,720000,25,540000,Medan,Website,4.0
ORD-10398,2024-04-05,April,4,Tas Selempang,Bags,1,380000,20,304000,Surabaya,Website,3.9
ORD-10042,2024-04-05,April,4,Kaos Polos Uniqlo,Apparel,1,299000,0,299000,Medan,Shopee,4.9
ORD-10357,2024-04-06,April,4,Kaos Polos Uniqlo,Apparel,2,299000,0,598000,Yogyakarta,Shopee,4.9
ORD-10369,2024-04-07,April,4,Sepatu Lari Nike,Footwear,2,850000,10,1530000,Yogyakarta,Shopee,4.4
ORD-10032,2024-04-07,April,4,Kaos Polos Uniqlo,Apparel,1,299000,0,299000,Yogyakarta,Shopee,4.1
ORD-10069,2024-04-08,April,4,Topi Baseball,Accessories,1,150000,20,120000,Bandung,Shopee,4.0
ORD-10438,2024-04-09,April,4,Topi Baseball,Accessories,2,150000,25,225000,Yogyakarta,Shopee,4.1
ORD-10410,2024-04-12,April,4,Kacamata Sunglasses,Accessories,1,520000,15,442000,Bandung,Instagram Shop,5.0
ORD-10051,2024-04-14,April,4,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Makassar,Instagram Shop,4.8
ORD-10477,2024-04-14,April,4,Tas Ransel Eiger,Bags,1,650000,15,552500,Yogyakarta,Shopee,4.6
ORD-10375,2024-04-14,April,4,Celana Jogger,Apparel,1,320000,15,272000,Yogyakarta,Tokopedia,4.8
ORD-10085,2024-04-15,April,4,Topi Baseball,Accessories,2,150000,20,240000,Jakarta,Website,4.6
ORD-10183,2024-04-15,April,4,Kaos Polos Uniqlo,Apparel,3,299000,5,852150,Medan,Website,3.8
ORD-10446,2024-04-15,April,4,Sepatu Lari Nike,Footwear,1,850000,15,722500,Makassar,Shopee,3.8
ORD-10122,2024-04-16,April,4,Jaket Fleece,Apparel,2,450000,10,810000,Surabaya,Tokopedia,3.8
ORD-10393,2024-04-16,April,4,Tas Selempang,Bags,2,380000,0,760000,Yogyakarta,Instagram Shop,3.9
ORD-10360,2024-04-21,April,4,Sepatu Lari Nike,Footwear,4,850000,0,3400000,Makassar,Tokopedia,4.9
ORD-10350,2024-04-21,April,4,Tas Selempang,Bags,1,380000,0,380000,Jakarta,Shopee,4.6
ORD-10382,2024-04-21,April,4,Sepatu Formal Bata,Footwear,1,720000,25,540000,Semarang,Tokopedia,4.5
ORD-10467,2024-04-21,April,4,Kaos Polos Uniqlo,Apparel,2,299000,0,598000,Bandung,Website,4.4
ORD-10440,2024-04-22,April,4,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Makassar,Tokopedia,3.9
ORD-10238,2024-04-25,April,4,Tas Ransel Eiger,Bags,1,650000,0,650000,Surabaya,Tokopedia,4.7
ORD-10171,2024-04-25,April,4,Topi Baseball,Accessories,1,150000,15,127500,Surabaya,Website,3.5
ORD-10377,2024-04-27,April,4,Topi Baseball,Accessories,1,150000,5,142500,Palembang,Shopee,4.9
ORD-10002,2024-04-29,April,4,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Medan,Website,4.6
ORD-10461,2024-04-29,April,4,Topi Baseball,Accessories,1,150000,0,150000,Surabaya,Tokopedia,4.2
ORD-10249,2024-04-30,April,4,Topi Baseball,Accessories,1,150000,0,150000,Semarang,Tokopedia,4.0
ORD-10030,2024-05-01,May,5,Sandal Jepit Havaianas,Footwear,2,180000,25,270000,Medan,Shopee,4.6
ORD-10242,2024-05-01,May,5,Kacamata Sunglasses,Accessories,1,520000,10,468000,Palembang,Tokopedia,3.9
ORD-10037,2024-05-01,May,5,Tas Ransel Eiger,Bags,5,650000,20,2600000,Palembang,Shopee,4.8
ORD-10327,2024-05-02,May,5,Jaket Fleece,Apparel,3,450000,0,1350000,Medan,Shopee,3.6
ORD-10254,2024-05-02,May,5,Topi Baseball,Accessories,2,150000,25,225000,Surabaya,Tokopedia,4.9
ORD-10302,2024-05-03,May,5,Jaket Fleece,Apparel,2,450000,15,765000,Jakarta,Tokopedia,4.2
ORD-10386,2024-05-03,May,5,Jaket Fleece,Apparel,3,450000,10,1215000,Semarang,Tokopedia,4.1
ORD-10260,2024-05-03,May,5,Kaos Polos Uniqlo,Apparel,1,299000,15,254150,Bandung,Tokopedia,4.3
ORD-10217,2024-05-04,May,5,Topi Baseball,Accessories,1,150000,20,120000,Surabaya,Shopee,4.0
ORD-10494,2024-05-05,May,5,Tas Ransel Eiger,Bags,5,650000,0,3250000,Yogyakarta,Tokopedia,4.3
ORD-10487,2024-05-05,May,5,Sepatu Lari Nike,Footwear,2,850000,25,1275000,Semarang,Shopee,3.7
ORD-10157,2024-05-05,May,5,Sepatu Formal Bata,Footwear,1,720000,20,576000,Bandung,Tokopedia,3.6
ORD-10407,2024-05-06,May,5,Kacamata Sunglasses,Accessories,2,520000,5,988000,Palembang,Tokopedia,4.0
ORD-10298,2024-05-06,May,5,Tas Ransel Eiger,Bags,1,650000,0,650000,Jakarta,Tokopedia,4.1
ORD-10450,2024-05-06,May,5,Topi Baseball,Accessories,3,150000,25,337500,Bandung,Shopee,3.9
ORD-10399,2024-05-06,May,5,Kaos Polos Uniqlo,Apparel,2,299000,0,598000,Makassar,Tokopedia,4.6
ORD-10339,2024-05-07,May,5,Sepatu Lari Nike,Footwear,1,850000,10,765000,Yogyakarta,Tokopedia,4.6
ORD-10415,2024-05-09,May,5,Tas Ransel Eiger,Bags,2,650000,20,1040000,Yogyakarta,Tokopedia,5.0
ORD-10264,2024-05-09,May,5,Sepatu Lari Nike,Footwear,2,850000,5,1615000,Makassar,Shopee,4.7
ORD-10482,2024-05-12,May,5,Tas Ransel Eiger,Bags,3,650000,15,1657500,Bandung,Website,4.8
ORD-10015,2024-05-14,May,5,Tas Selempang,Bags,3,380000,20,912000,Yogyakarta,Shopee,5.0
ORD-10187,2024-05-15,May,5,Sepatu Lari Nike,Footwear,3,850000,0,2550000,Yogyakarta,Shopee,4.6
ORD-10047,2024-05-15,May,5,Tas Ransel Eiger,Bags,1,650000,15,552500,Surabaya,Website,4.1
ORD-10304,2024-05-15,May,5,Celana Jogger,Apparel,3,320000,20,768000,Semarang,Tokopedia,3.6
ORD-10045,2024-05-15,May,5,Topi Baseball,Accessories,2,150000,0,300000,Makassar,Shopee,4.9
ORD-10127,2024-05-16,May,5,Tas Ransel Eiger,Bags,1,650000,0,650000,Jakarta,Tokopedia,4.0
ORD-10405,2024-05-17,May,5,Sandal Jepit Havaianas,Footwear,1,180000,10,162000,Palembang,Tokopedia,3.8
ORD-10103,2024-05-17,May,5,Celana Jogger,Apparel,1,320000,5,304000,Surabaya,Tokopedia,4.2
ORD-10326,2024-05-18,May,5,Sepatu Formal Bata,Footwear,4,720000,10,2592000,Bandung,Tokopedia,4.6
ORD-10459,2024-05-20,May,5,Kaos Polos Uniqlo,Apparel,2,299000,15,508300,Makassar,Tokopedia,4.5
ORD-10224,2024-05-20,May,5,Tas Selempang,Bags,1,380000,0,380000,Semarang,Shopee,4.0
ORD-10323,2024-05-20,May,5,Sandal Jepit Havaianas,Footwear,2,180000,0,360000,Yogyakarta,Website,4.1
ORD-10081,2024-05-21,May,5,Sepatu Formal Bata,Footwear,4,720000,25,2160000,Medan,Tokopedia,3.6
ORD-10406,2024-05-21,May,5,Topi Baseball,Accessories,2,150000,10,270000,Palembang,Website,4.0
ORD-10092,2024-05-22,May,5,Topi Baseball,Accessories,1,150000,10,135000,Surabaya,Shopee,4.6
ORD-10430,2024-05-22,May,5,Kaos Polos Uniqlo,Apparel,1,299000,0,299000,Bandung,Shopee,3.8
ORD-10062,2024-05-22,May,5,Kaos Polos Uniqlo,Apparel,4,299000,10,1076400,Semarang,Shopee,4.1
ORD-10392,2024-05-23,May,5,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Bandung,Instagram Shop,4.0
ORD-10373,2024-05-24,May,5,Topi Baseball,Accessories,1,150000,25,112500,Semarang,Tokopedia,4.0
ORD-10082,2024-05-26,May,5,Jaket Fleece,Apparel,5,450000,10,2025000,Semarang,Tokopedia,4.3
ORD-10330,2024-05-27,May,5,Celana Jogger,Apparel,1,320000,10,288000,Jakarta,Instagram Shop,3.6
ORD-10212,2024-05-28,May,5,Celana Jogger,Apparel,2,320000,0,640000,Jakarta,Shopee,4.1
ORD-10333,2024-05-28,May,5,Sepatu Lari Nike,Footwear,2,850000,0,1700000,Makassar,Shopee,3.7
ORD-10414,2024-05-29,May,5,Kaos Polos Uniqlo,Apparel,2,299000,20,478400,Palembang,Tokopedia,4.0
ORD-10124,2024-05-29,May,5,Sepatu Lari Nike,Footwear,3,850000,5,2422500,Makassar,Website,4.6
ORD-10411,2024-05-29,May,5,Kacamata Sunglasses,Accessories,2,520000,5,988000,Semarang,Shopee,4.7
ORD-10163,2024-05-31,May,5,Sandal Jepit Havaianas,Footwear,3,180000,0,540000,Yogyakarta,Tokopedia,4.3
ORD-10422,2024-05-31,May,5,Topi Baseball,Accessories,1,150000,0,150000,Surabaya,Website,4.6
ORD-10269,2024-05-31,May,5,Sandal Jepit Havaianas,Footwear,2,180000,25,270000,Yogyakarta,Tokopedia,4.2
ORD-10321,2024-06-01,June,6,Jaket Fleece,Apparel,1,450000,10,405000,Makassar,Website,4.5
ORD-10311,2024-06-02,June,6,Tas Selempang,Bags,1,380000,15,323000,Palembang,Website,3.9
ORD-10371,2024-06-04,June,6,Sepatu Lari Nike,Footwear,2,850000,5,1615000,Medan,Instagram Shop,3.7
ORD-10176,2024-06-04,June,6,Kacamata Sunglasses,Accessories,6,520000,0,3120000,Surabaya,Tokopedia,4.3
ORD-10119,2024-06-04,June,6,Kaos Polos Uniqlo,Apparel,2,299000,5,568100,Surabaya,Shopee,4.1
ORD-10061,2024-06-05,June,6,Jaket Fleece,Apparel,1,450000,5,427500,Jakarta,Shopee,4.1
ORD-10401,2024-06-06,June,6,Kacamata Sunglasses,Accessories,2,520000,15,884000,Makassar,Tokopedia,3.6
ORD-10301,2024-06-06,June,6,Kacamata Sunglasses,Accessories,1,520000,0,520000,Surabaya,Instagram Shop,4.3
ORD-10023,2024-06-06,June,6,Jaket Fleece,Apparel,3,450000,0,1350000,Medan,Website,4.9
ORD-10496,2024-06-06,June,6,Kaos Polos Uniqlo,Apparel,6,299000,5,1704300,Medan,Shopee,4.9
ORD-10203,2024-06-07,June,6,Celana Jogger,Apparel,1,320000,15,272000,Jakarta,Tokopedia,3.7
ORD-10237,2024-06-07,June,6,Tas Ransel Eiger,Bags,1,650000,5,617500,Semarang,Instagram Shop,4.2
ORD-10235,2024-06-07,June,6,Sepatu Formal Bata,Footwear,2,720000,20,1152000,Semarang,Website,4.5
ORD-10068,2024-06-07,June,6,Topi Baseball,Accessories,1,150000,15,127500,Yogyakarta,Shopee,4.3
ORD-10196,2024-06-09,June,6,Sandal Jepit Havaianas,Footwear,1,180000,15,153000,Bandung,Shopee,4.2
ORD-10300,2024-06-09,June,6,Jaket Fleece,Apparel,1,450000,0,450000,Palembang,Instagram Shop,4.2
ORD-10296,2024-06-09,June,6,Celana Jogger,Apparel,1,320000,15,272000,Yogyakarta,Tokopedia,4.1
ORD-10065,2024-06-09,June,6,Topi Baseball,Accessories,5,150000,0,750000,Yogyakarta,Website,3.8
ORD-10285,2024-06-11,June,6,Kaos Polos Uniqlo,Apparel,1,299000,25,224250,Palembang,Shopee,4.0
ORD-10148,2024-06-11,June,6,Kacamata Sunglasses,Accessories,1,520000,20,416000,Yogyakarta,Instagram Shop,4.7
ORD-10489,2024-06-12,June,6,Sandal Jepit Havaianas,Footwear,6,180000,0,1080000,Semarang,Tokopedia,4.5
ORD-10216,2024-06-15,June,6,Tas Ransel Eiger,Bags,2,650000,25,975000,Semarang,Tokopedia,4.8
ORD-10091,2024-06-16,June,6,Jaket Fleece,Apparel,1,450000,25,337500,Semarang,Tokopedia,4.8
ORD-10310,2024-06-16,June,6,Tas Selempang,Bags,3,380000,15,969000,Bandung,Shopee,4.4
ORD-10340,2024-06-17,June,6,Sandal Jepit Havaianas,Footwear,3,180000,0,540000,Makassar,Shopee,4.5
ORD-10150,2024-06-18,June,6,Kaos Polos Uniqlo,Apparel,2,299000,25,448500,Surabaya,Shopee,4.2
ORD-10146,2024-06-19,June,6,Sepatu Formal Bata,Footwear,1,720000,20,576000,Palembang,Instagram Shop,4.8
